"","pairs","Df","SumsOfSqs","F.Model","R2","p.value","p.adjusted","sig"
"353","C18 vs C87",1,0.51912527015279,2.97195283110612,0.141710829460671,0.003,0.00308771929824561,"*"
"354","C18 vs C88",1,0.629661741756286,4.25409457776671,0.191160083502873,0.001,0.0010709939148073,"*"
"355","C18 vs C89",1,0.659724313381269,4.76262025410793,0.209229877797062,0.001,0.0010709939148073,"*"
"356","C18 vs C90",1,0.576884424944709,3.97044810357074,0.180717666060049,0.001,0.0010709939148073,"*"
"357","C18 vs C91",1,0.715704175658696,5.13054687101247,0.221808282338631,0.001,0.0010709939148073,"*"
"358","C28 vs C59",1,0.891421784244626,11.4387539541018,0.388561077412993,0.001,0.0010709939148073,"*"
"359","C28 vs C65",1,0.547624799051639,5.73163624702014,0.252143584594421,0.001,0.0010709939148073,"*"
"360","C28 vs C67",1,0.539743631779036,9.03247100445584,0.334134123475689,0.001,0.0010709939148073,"*"
"361","C28 vs C70",1,1.14330455734495,12.4447436067937,0.408764933859279,0.001,0.0010709939148073,"*"
"362","C28 vs C72",1,0.309670858736159,4.23060636757598,0.190305486842071,0.001,0.0010709939148073,"*"
"363","C28 vs C73",1,0.496861674612223,6.87981200751056,0.276521864611908,0.001,0.0010709939148073,"*"
"364","C28 vs C74",1,0.556897501421794,5.98005332680003,0.249376147971979,0.001,0.0010709939148073,"*"
"365","C28 vs C86",1,1.19510669378455,12.8884142086748,0.446144745626244,0.001,0.0010709939148073,"*"
"366","C28 vs C15",1,1.27295183895541,11.6373520182418,0.406369695453298,0.001,0.0010709939148073,"*"
"367","C28 vs C16",1,1.73491614563573,22.188039296074,0.55210554395575,0.001,0.0010709939148073,"*"
"368","C28 vs C33",1,1.66790312363183,16.1811382359506,0.473393780050654,0.001,0.0010709939148073,"*"
"369","C28 vs C36",1,1.79059287076356,21.9875847882155,0.549860285502797,0.001,0.0010709939148073,"*"
"370","C28 vs C56",1,1.56895549898909,16.0382334624963,0.471182897319492,0.001,0.0010709939148073,"*"
"371","C28 vs C87",1,1.52512109447461,13.243435387292,0.423878975635267,0.001,0.0010709939148073,"*"
"372","C28 vs C88",1,1.79782375755621,20.3146597814166,0.530205928939753,0.001,0.0010709939148073,"*"
"373","C28 vs C89",1,1.98317991232655,25.1013109251451,0.582379291635445,0.001,0.0010709939148073,"*"
"374","C28 vs C90",1,1.55931343652389,18.1779960495157,0.502460004269889,0.001,0.0010709939148073,"*"
"375","C28 vs C91",1,2.14521144325142,26.8203909171531,0.598397077052015,0.001,0.0010709939148073,"*"
"376","C59 vs C65",1,0.430499689968156,4.14662470536496,0.196089199252349,0.002,0.0020665362035225,"*"
"377","C59 vs C67",1,0.813206766491677,12.0348015989779,0.400695225480945,0.001,0.0010709939148073,"*"
"378","C59 vs C70",1,1.0782612827992,10.81659618532,0.375359952846557,0.001,0.0010709939148073,"*"
"379","C59 vs C72",1,0.693859007957144,8.56477637906588,0.322411009859479,0.001,0.0010709939148073,"*"
"380","C59 vs C73",1,0.646300620986611,8.07516602708612,0.309688000402294,0.001,0.0010709939148073,"*"
"381","C59 vs C74",1,0.700469542835452,6.93938299583061,0.27824998705825,0.001,0.0010709939148073,"*"
"382","C59 vs C86",1,1.04261135497117,10.270062913807,0.390941694639387,0.001,0.0010709939148073,"*"
"383","C59 vs C15",1,1.16801554197827,9.92703366618633,0.368664212673831,0.001,0.0010709939148073,"*"
"384","C59 vs C16",1,1.6332743793675,18.9900508138129,0.513382663608605,0.001,0.0010709939148073,"*"
"385","C59 vs C33",1,1.52602950962766,13.7613609882459,0.433273655790085,0.001,0.0010709939148073,"*"
"386","C59 vs C36",1,1.53193591619293,17.1641855800831,0.488115544180408,0.001,0.0010709939148073,"*"
"387","C59 vs C56",1,1.47720755867263,13.9832394347556,0.437205226296129,0.001,0.0010709939148073,"*"
"388","C59 vs C87",1,1.17458656253158,9.55135746116155,0.346674659302209,0.001,0.0010709939148073,"*"
"389","C59 vs C88",1,1.45704225725859,15.1280139937568,0.456653211889121,0.001,0.0010709939148073,"*"
"390","C59 vs C89",1,1.84393065357462,21.2379676551708,0.541260644328302,0.001,0.0010709939148073,"*"
"391","C59 vs C90",1,1.46538759350646,15.6565839279668,0.465186364768202,0.001,0.0010709939148073,"*"
"392","C59 vs C91",1,2.02556106219181,23.0702531141893,0.561726587124898,0.001,0.0010709939148073,"*"
"393","C65 vs C67",1,0.281600379203013,3.32954671542657,0.16377869915319,0.001,0.0010709939148073,"*"
"394","C65 vs C70",1,0.72231750261977,6.09140224278402,0.263795250662508,0.001,0.0010709939148073,"*"
"395","C65 vs C72",1,0.317084468680344,3.20907397321245,0.158793716993967,0.002,0.0020665362035225,"*"
"396","C65 vs C73",1,0.296958675263008,3.03720388866937,0.151578229454802,0.002,0.0020665362035225,"*"
"397","C65 vs C74",1,0.285201047814671,2.37847813233494,0.122738128148784,0.015,0.0152015355086372,"."
"398","C65 vs C86",1,1.08067351722177,8.78204130010247,0.369271972463719,0.001,0.0010709939148073,"*"
"399","C65 vs C15",1,1.18539408258999,8.53671374214144,0.347915936577919,0.001,0.0010709939148073,"*"
"400","C65 vs C16",1,1.43904130978873,13.8241458967612,0.44848431301429,0.001,0.0010709939148073,"*"
"401","C65 vs C33",1,1.4737408497877,11.2977460218994,0.399245438599816,0.001,0.0010709939148073,"*"
"402","C65 vs C36",1,1.55323898828229,14.4444159988413,0.459363468520884,0.001,0.0010709939148073,"*"
"403","C65 vs C56",1,1.28286209841891,10.2722949093188,0.376656784604102,0.001,0.0010709939148073,"*"
"404","C65 vs C87",1,1.26581442836832,8.83702406619005,0.342029486195899,0.001,0.0010709939148073,"*"
"405","C65 vs C88",1,1.58465607983118,13.7784360717006,0.447665243276259,0.001,0.0010709939148073,"*"
"406","C65 vs C89",1,1.68179410834528,16.023234701115,0.48521093848429,0.001,0.0010709939148073,"*"
"407","C65 vs C90",1,1.26059987201462,11.2421680547001,0.398063209344481,0.001,0.0010709939148073,"*"
"408","C65 vs C91",1,1.81043453123432,17.0804535715441,0.501180347723002,0.001,0.0010709939148073,"*"
"409","C67 vs C70",1,0.970475519567858,11.9059554890951,0.398113194993435,0.001,0.0010709939148073,"*"
"410","C67 vs C72",1,0.237777598439576,3.78391519238266,0.173702255033834,0.001,0.0010709939148073,"*"
"411","C67 vs C73",1,0.340270117569047,5.50051228673045,0.234059250267336,0.001,0.0010709939148073,"*"
"412","C67 vs C74",1,0.538445131998868,6.50554278255344,0.265472299074519,0.001,0.0010709939148073,"*"
"413","C67 vs C86",1,1.44523455433195,17.8261902335964,0.52699373209021,0.001,0.0010709939148073,"*"
"414","C67 vs C15",1,1.59642456384027,16.2210304001392,0.488275956668436,0.001,0.0010709939148073,"*"
"415","C67 vs C16",1,1.83602881719192,27.0669785796679,0.600594480320437,0.001,0.0010709939148073,"*"
"416","C67 vs C33",1,1.88726167477683,20.3547941897819,0.530697520864409,0.001,0.0010709939148073,"*"
"417","C67 vs C36",1,2.01898232610252,28.4052314423208,0.612112698492345,0.001,0.0010709939148073,"*"
"418","C67 vs C56",1,1.75502757541278,20.0649687883678,0.52712426745768,0.002,0.0020665362035225,"*"
"419","C67 vs C87",1,1.67904656524772,16.0211574920725,0.470917472334846,0.001,0.0010709939148073,"*"
"420","C67 vs C88",1,2.03131653530276,25.9958176170237,0.590870201420348,0.001,0.0010709939148073,"*"
"421","C67 vs C89",1,2.19244672352647,31.9373700689218,0.63954849894664,0.001,0.0010709939148073,"*"
"422","C67 vs C90",1,1.69827229947791,22.5170656574098,0.555742754122468,0.001,0.0010709939148073,"*"
"423","C67 vs C91",1,2.38651019089807,34.2763130864681,0.655675793925502,0.001,0.0010709939148073,"*"
"424","C70 vs C72",1,1.13688997192951,11.9731111236736,0.399461740033283,0.001,0.0010709939148073,"*"
"425","C70 vs C73",1,0.951422052315644,10.124086445877,0.359979210893132,0.001,0.0010709939148073,"*"
"426","C70 vs C74",1,0.520186780466867,4.52802160608635,0.200995084489045,0.001,0.0010709939148073,"*"
"427","C70 vs C86",1,0.78514580394386,6.69905105596834,0.295124718625933,0.001,0.0010709939148073,"*"
"428","C70 vs C15",1,1.05789234014618,7.98887966349221,0.319697392242985,0.001,0.0010709939148073,"*"
"429","C70 vs C16",1,1.31452209423019,13.152145217965,0.422190675022288,0.001,0.0010709939148073,"*"
"430","C70 vs C33",1,1.19529749057761,9.57518420962473,0.347239174789724,0.001,0.0010709939148073,"*"
"431","C70 vs C36",1,1.11881769435718,10.8420560946575,0.37591134484569,0.001,0.0010709939148073,"*"
"432","C70 vs C56",1,1.32796784202639,11.105099592347,0.38155167815564,0.001,0.0010709939148073,"*"
"433","C70 vs C87",1,1.05817192203932,7.72859970901107,0.30038944196035,0.001,0.0010709939148073,"*"
"434","C70 vs C88",1,1.17981596450713,10.7008237733416,0.372840300956131,0.001,0.0010709939148073,"*"
"435","C70 vs C89",1,0.827755399866748,8.21488471346583,0.313367188269422,0.001,0.0010709939148073,"*"
"436","C70 vs C90",1,0.954330973887456,8.87451552799262,0.330220484114361,0.001,0.0010709939148073,"*"
"437","C70 vs C91",1,0.821944786819787,8.0788598793106,0.309785777319195,0.001,0.0010709939148073,"*"
"438","C72 vs C73",1,0.153527332316323,2.03878466928194,0.101741932104658,0.02,0.0201526717557252,"."
"439","C72 vs C74",1,0.415159084771509,4.31518107889882,0.193374235397948,0.001,0.0010709939148073,"*"
"440","C72 vs C86",1,1.40411025218106,14.596390343942,0.477062495930408,0.001,0.0010709939148073,"*"
"441","C72 vs C15",1,1.55119728563243,13.7701231047929,0.44751602253577,0.001,0.0010709939148073,"*"
"442","C72 vs C16",1,1.89497515006475,23.3157056594924,0.564330326381236,0.001,0.0010709939148073,"*"
"443","C72 vs C33",1,1.93425962097172,18.2202104143654,0.503039883145987,0.001,0.0010709939148073,"*"
"444","C72 vs C36",1,2.03160157088117,24.0370295812904,0.571806091455821,0.001,0.0010709939148073,"*"
"445","C72 vs C56",1,1.7994415904758,17.8323072460376,0.497660034102591,0.001,0.0010709939148073,"*"
"446","C72 vs C87",1,1.67666032475939,14.1797068181971,0.440641268060861,0.001,0.0010709939148073,"*"
"447","C72 vs C88",1,2.06858391687551,22.5872435285396,0.55651090256122,0.001,0.0010709939148073,"*"
"448","C72 vs C89",1,2.2102541847726,26.9247206216,0.599329728689609,0.001,0.0010709939148073,"*"
"449","C72 vs C90",1,1.73908304761939,19.5702983365662,0.520898135044058,0.001,0.0010709939148073,"*"
"450","C72 vs C91",1,2.38318080241483,28.6897018956417,0.614476013570774,0.001,0.0010709939148073,"*"
"451","C73 vs C74",1,0.315440407769128,3.31235532212111,0.155419486586875,0.002,0.0020665362035225,"*"
"452","C73 vs C86",1,1.21523393570614,12.7790197037334,0.444039436898389,0.001,0.0010709939148073,"*"
"453","C73 vs C15",1,1.32427873168217,11.864757727196,0.411046503120903,0.001,0.0010709939148073,"*"
"454","C73 vs C16",1,1.58167059282623,19.6977266669893,0.522517626619591,0.001,0.0010709939148073,"*"
"455","C73 vs C33",1,1.6207315086798,15.4087407055761,0.461218842139845,0.001,0.0010709939148073,"*"
"456","C73 vs C36",1,1.68279504216178,20.1430654840069,0.528092465259583,0.002,0.0020665362035225,"*"
"457","C73 vs C56",1,1.41986344002259,14.2083579080576,0.441138848140504,0.001,0.0010709939148073,"*"
"458","C73 vs C87",1,1.38203602776106,11.7854648818343,0.39567839308837,0.001,0.0010709939148073,"*"
"459","C73 vs C88",1,1.71165317115236,18.8914918618605,0.512082621451021,0.001,0.0010709939148073,"*"
"460","C73 vs C89",1,1.81387329001082,22.3624010407264,0.554040405528956,0.001,0.0010709939148073,"*"
"461","C73 vs C90",1,1.3340190951643,15.1789919905086,0.457488039264448,0.001,0.0010709939148073,"*"
"462","C73 vs C91",1,2.0083693725221,24.4654699491823,0.576126202735062,0.001,0.0010709939148073,"*"
"463","C74 vs C86",1,0.863762694520366,7.28208048111398,0.312776192274615,0.001,0.0010709939148073,"*"
"464","C74 vs C15",1,1.04084121127331,7.78200080551121,0.314018261341537,0.001,0.0010709939148073,"*"
"465","C74 vs C16",1,1.35669267675548,13.4056944118931,0.426855532505483,0.001,0.0010709939148073,"*"
"466","C74 vs C33",1,1.33046161472492,10.5518321800318,0.36956760299997,0.001,0.0010709939148073,"*"
"467","C74 vs C36",1,1.28979359556437,12.3486963006476,0.406893797951516,0.001,0.0010709939148073,"*"
"468","C74 vs C56",1,1.2228915327641,10.1201605809665,0.35988985737928,0.001,0.0010709939148073,"*"
"469","C74 vs C87",1,1.10900856856275,8.02630491986629,0.308392026627633,0.001,0.0010709939148073,"*"
"470","C74 vs C88",1,1.34544650270678,12.0656973627911,0.401311076114384,0.001,0.0010709939148073,"*"
"471","C74 vs C89",1,1.30259666770164,12.768272582035,0.41498178189861,0.001,0.0010709939148073,"*"
"472","C74 vs C90",1,0.985429296729489,9.05796357290527,0.334761466748944,0.001,0.0010709939148073,"*"
"473","C74 vs C91",1,1.41410983091014,13.7298136622556,0.432710188859003,0.001,0.0010709939148073,"*"
"474","C86 vs C15",1,0.733979655982374,5.29028113836513,0.260729809621129,0.001,0.0010709939148073,"*"
"475","C86 vs C16",1,1.28180996867642,12.5897601131637,0.440359067838661,0.001,0.0010709939148073,"*"
"476","C86 vs C33",1,0.8516128125169,6.56046259767101,0.290794684252098,0.001,0.0010709939148073,"*"
"477","C86 vs C36",1,0.694531599130369,6.5854625200856,0.291579705938236,0.001,0.0010709939148073,"*"
"478","C86 vs C56",1,1.15227571136827,9.29986215140527,0.367585487057237,0.001,0.0010709939148073,"*"
"479","C86 vs C87",1,0.615073241785029,4.28909844508884,0.211399163777386,0.001,0.0010709939148073,"*"
"480","C86 vs C88",1,0.566544991829275,4.99557159585174,0.237934536482862,0.001,0.0010709939148073,"*"
"481","C86 vs C89",1,0.927574444140557,9.02914447513784,0.360745229790285,0.001,0.0010709939148073,"*"
"482","C86 vs C90",1,0.981069001239343,8.89043591056849,0.357182812808578,0.001,0.0010709939148073,"*"
"483","C86 vs C91",1,1.00297372423635,9.65970842906136,0.376454333289348,0.001,0.0010709939148073,"*"
"484","C15 vs C16",1,0.672475990050138,5.70199377792708,0.251167092798302,0.001,0.0010709939148073,"*"
"485","C15 vs C33",1,0.411561421314425,2.8523935861126,0.14368008440594,0.006,0.00615145631067961,"*"
"486","C15 vs C36",1,0.493257274537499,4.06398145955611,0.192935104284969,0.001,0.0010709939148073,"*"
"487","C15 vs C56",1,0.380345556964523,2.74169536981064,0.138878415376791,0.012,0.0121846153846154,"."
"488","C15 vs C87",1,0.391272798389815,2.49090353098393,0.127798258660726,0.018,0.0181720841300191,"."
"489","C15 vs C88",1,0.459156904974358,3.56348180128218,0.173291752618469,0.001,0.0010709939148073,"*"
"490","C15 vs C89",1,0.741694637148958,6.24319534231914,0.268603143860865,0.001,0.0010709939148073,"*"
"491","C15 vs C90",1,0.646475088906442,5.13188867276857,0.231877574871544,0.001,0.0010709939148073,"*"
"492","C15 vs C91",1,0.901945544374252,7.52654330196827,0.30687338241277,0.001,0.0010709939148073,"*"
"493","C16 vs C33",1,0.294415973129581,2.64872446011933,0.128275451843771,0.017,0.0171954022988506,"."
"494","C16 vs C36",1,0.782693091434811,8.74386356951415,0.32694840619369,0.001,0.0010709939148073,"*"
"495","C16 vs C56",1,0.612762594268777,5.78608339029285,0.243254986344417,0.001,0.0010709939148073,"*"
"496","C16 vs C87",1,0.484609947605226,3.93232831514403,0.179293700998849,0.003,0.00308771929824561,"*"
"497","C16 vs C88",1,0.65338757154203,6.76554768450268,0.273183850835502,0.001,0.0010709939148073,"*"
"498","C16 vs C89",1,0.766892461639666,8.80636341817586,0.328517646381111,0.002,0.0020665362035225,"*"
"499","C16 vs C90",1,0.448234501633884,4.77570995857123,0.209684350883384,0.001,0.0010709939148073,"*"
"500","C16 vs C91",1,0.990446526055804,11.2472496508573,0.384557515155195,0.001,0.0010709939148073,"*"
"501","C33 vs C36",1,0.365556690294861,3.19545610830244,0.150761375078442,0.005,0.00513618677042801,"*"
"502","C33 vs C56",1,0.455328436267105,3.48141510533874,0.162066376366123,0.001,0.0010709939148073,"*"
"503","C33 vs C87",1,0.245249772540639,1.65571813367482,0.0842359522259423,0.089,0.089168880455408,""
"504","C33 vs C88",1,0.281232453103836,2.31540974525264,0.113973076314334,0.007,0.00716279069767442,"*"
"505","C33 vs C89",1,0.538043520187875,4.80527322044801,0.210708864305096,0.001,0.0010709939148073,"*"
"506","C33 vs C90",1,0.432857626284397,3.64534285315511,0.168412340607659,0.002,0.0020665362035225,"*"
"507","C33 vs C91",1,0.748554990894863,6.62750576146197,0.269109906039813,0.001,0.0010709939148073,"*"
"508","C36 vs C56",1,0.544498213510435,4.98862900037066,0.217004198044617,0.001,0.0010709939148073,"*"
"509","C36 vs C87",1,0.318431890397702,2.51759749654152,0.122704302829115,0.011,0.0111907514450867,"."
"510","C36 vs C88",1,0.293676170260544,2.94203533641815,0.140484689723637,0.001,0.0010709939148073,"*"
"511","C36 vs C89",1,0.477244563068135,5.28340723923156,0.226917271383255,0.001,0.0010709939148073,"*"
"512","C36 vs C90",1,0.485924935133171,5.0042637237079,0.217536356903723,0.001,0.0010709939148073,"*"
"513","C36 vs C91",1,0.596368038390232,6.53151324491574,0.266249912090907,0.001,0.0010709939148073,"*"
"514","C56 vs C87",1,0.410852336310234,2.87567012114895,0.137752230441486,0.009,0.00919148936170213,"*"
"515","C56 vs C88",1,0.523293792823078,4.50299514393092,0.200106479832103,0.001,0.0010709939148073,"*"
"516","C56 vs C89",1,0.640846333294802,6.00502473381445,0.250156990063648,0.001,0.0010709939148073,"*"
"517","C56 vs C90",1,0.396894815207309,3.49712954984232,0.162678907513397,0.002,0.0020665362035225,"*"
"518","C56 vs C91",1,0.864526468671881,8.02749504335111,0.30842365083465,0.001,0.0010709939148073,"*"
"519","C87 vs C88",1,0.132505809549558,0.992220348447559,0.0522435149889499,0.333,0.333,""
"520","C87 vs C89",1,0.442857817981368,3.56991018389161,0.165504174725661,0.001,0.0010709939148073,"*"
"521","C87 vs C90",1,0.311837219793695,2.38359959320544,0.116937127925137,0.037,0.0372114285714286,"."
"522","C87 vs C91",1,0.670933855223446,5.36617218257584,0.229655595304455,0.001,0.0010709939148073,"*"
"523","C88 vs C89",1,0.488060097844776,5.01133506631212,0.217776806598612,0.001,0.0010709939148073,"*"
"524","C88 vs C90",1,0.45099914276044,4.32968272743998,0.193898085355213,0.001,0.0010709939148073,"*"
"525","C88 vs C91",1,0.699428046329353,7.11028089484409,0.283162140822728,0.001,0.0010709939148073,"*"
"526","C89 vs C90",1,0.336699774166802,3.55646232530963,0.164983579941777,0.001,0.0010709939148073,"*"
"527","C89 vs C91",1,0.142877223726094,1.60758844224705,0.0819880755342304,0.011,0.0111907514450867,"."
"528","C90 vs C91",1,0.527290288836149,5.51270625447304,0.234456476205256,0.001,0.0010709939148073,"*"
